,id,budget,revenue,original_title,director,production_companies,release_date,release_year,budget_adj,revenue_adj
3531,80585,75000000,59418613,Rock of Ages,Adam Shankman,New Line Cinema,6/13/12,2012,71230821.1014184,56432487.9026322
3532,80585,75000000,59418613,Rock of Ages,Adam Shankman,Corner Store Entertainment,6/13/12,2012,71230821.1014184,56432487.9026322
3533,97434,0,0,Gambit,Michael Hoffman,CBS Films,11/7/12,2012,0.0,0.0
3534,97434,0,0,Gambit,Michael Hoffman,FilmNation Entertainment,11/7/12,2012,0.0,0.0
3535,97434,0,0,Gambit,Michael Hoffman,Crime Scene Pictures,11/7/12,2012,0.0,0.0
3536,97434,0,0,Gambit,Michael Hoffman,Michael Lobell Productions,11/7/12,2012,0.0,0.0
3537,97434,0,0,Gambit,Michael Hoffman,ArtPhyl,11/7/12,2012,0.0,0.0
3538,82684,0,0,Chasing Mavericks,Curtis Hanson|Michael Apted,Fox 2000 Pictures,10/25/12,2012,0.0,0.0
3539,82684,0,0,Chasing Mavericks,Curtis Hanson|Michael Apted,Walden Media,10/25/12,2012,0.0,0.0
3540,72197,60000000,118338361,The Pirates! In an Adventure with Scientists!,Peter Lord|Jeff Newitt,Columbia Pictures,3/12/12,2012,56984656.8811347,112391181.624347
3541,72197,60000000,118338361,The Pirates! In an Adventure with Scientists!,Peter Lord|Jeff Newitt,Aardman Animations,3/12/12,2012,56984656.8811347,112391181.624347
3542,72197,60000000,118338361,The Pirates! In an Adventure with Scientists!,Peter Lord|Jeff Newitt,Sony Pictures Animation,3/12/12,2012,56984656.8811347,112391181.624347
3543,72207,30000000,53909751,The Five-Year Engagement,Nicholas Stoller,Universal Pictures,4/27/12,2012,28492328.4405673,51200477.7213735
3544,72207,30000000,53909751,The Five-Year Engagement,Nicholas Stoller,Dentsu,4/27/12,2012,28492328.4405673,51200477.7213735
3545,72207,30000000,53909751,The Five-Year Engagement,Nicholas Stoller,Relativity Media,4/27/12,2012,28492328.4405673,51200477.7213735
3546,72207,30000000,53909751,The Five-Year Engagement,Nicholas Stoller,Apatow Productions,4/27/12,2012,28492328.4405673,51200477.7213735
3547,72207,30000000,53909751,The Five-Year Engagement,Nicholas Stoller,Stoller Global Solutions,4/27/12,2012,28492328.4405673,51200477.7213735
3548,89492,35000000,88058786,This Is 40,Judd Apatow,Apatow Productions,12/20/12,2012,33241049.8473286,83633328.4263212
3549,81796,20000000,32204030,Lockout,Stephen St. Leger|James Mather,Canal+,4/12/12,2012,18994885.6270449,30585593.3289961
3550,81796,20000000,32204030,Lockout,Stephen St. Leger|James Mather,EuropaCorp,4/12/12,2012,18994885.6270449,30585593.3289961
3551,81796,20000000,32204030,Lockout,Stephen St. Leger|James Mather,CinÃ©+,4/12/12,2012,18994885.6270449,30585593.3289961
3552,50647,35000000,24159934,Wanderlust,David Wain,Relativity Media,2/24/12,2012,33241049.8473286,22945759.1543476
3553,50647,35000000,24159934,Wanderlust,David Wain,Apatow Productions,2/24/12,2012,33241049.8473286,22945759.1543476
3554,50647,35000000,24159934,Wanderlust,David Wain,A Hot Dog,2/24/12,2012,33241049.8473286,22945759.1543476
3555,65086,17000000,127730736,The Woman in Black,James Watkins,Hammer Film Productions,2/1/12,2012,16145652.7829881,121311536.068913
3556,65086,17000000,127730736,The Woman in Black,James Watkins,UK Film Council,2/1/12,2012,16145652.7829881,121311536.068913
3557,65086,17000000,127730736,The Woman in Black,James Watkins,Alliance Films,2/1/12,2012,16145652.7829881,121311536.068913
3558,65086,17000000,127730736,The Woman in Black,James Watkins,Film i VÃ¤st,2/1/12,2012,16145652.7829881,121311536.068913
3559,65086,17000000,127730736,The Woman in Black,James Watkins,Talisman Productions,2/1/12,2012,16145652.7829881,121311536.068913
3560,62214,39000000,81491068,Frankenweenie,Tim Burton,Walt Disney Pictures,10/4/12,2012,37040026.9727375,77395675.814287
3561,62214,39000000,81491068,Frankenweenie,Tim Burton,Tim Burton Animation Company,10/4/12,2012,37040026.9727375,77395675.814287
3562,62214,39000000,81491068,Frankenweenie,Tim Burton,Tim Burton Productions,10/4/12,2012,37040026.9727375,77395675.814287
3563,87428,70000000,58058367,That's My Boy,Sean Anders,Columbia Pictures,6/14/12,2012,66482099.6946572,55140602.0428999
3564,87428,70000000,58058367,That's My Boy,Sean Anders,Happy Madison Productions,6/14/12,2012,66482099.6946572,55140602.0428999
3565,87428,70000000,58058367,That's My Boy,Sean Anders,Relativity Media,6/14/12,2012,66482099.6946572,55140602.0428999
3566,59961,85000000,208076205,Safe House,Daniel Espinosa,Universal Pictures,2/9/12,2012,80728263.9149409,197619185.784227
3567,59961,85000000,208076205,Safe House,Daniel Espinosa,Dentsu,2/9/12,2012,80728263.9149409,197619185.784227
3568,59961,85000000,208076205,Safe House,Daniel Espinosa,Relativity Media,2/9/12,2012,80728263.9149409,197619185.784227
3569,59961,85000000,208076205,Safe House,Daniel Espinosa,Bluegrass Films,2/9/12,2012,80728263.9149409,197619185.784227
3570,82525,45000000,47000000,Savages,Oliver Stone,Ixtlan,7/6/12,2012,42738492.660851,44637981.2235555
3571,82525,45000000,47000000,Savages,Oliver Stone,Relativity Media,7/6/12,2012,42738492.660851,44637981.2235555
3572,82525,45000000,47000000,Savages,Oliver Stone,Onda Entertainment,7/6/12,2012,42738492.660851,44637981.2235555
3573,49527,42000000,46221189,Man on a Ledge,Asger Leth,Summit Entertainment,1/13/12,2012,39889259.8167943,43898309.9300513
3574,49527,42000000,46221189,Man on a Ledge,Asger Leth,Di Bonaventura Picture,1/13/12,2012,39889259.8167943,43898309.9300513
3575,86838,15000000,19422261,Seven Psychopaths,Martin McDonagh,Blueprint Pictures,9/7/12,2012,14246164.2202836,18446181.3156807
3576,86838,15000000,19422261,Seven Psychopaths,Martin McDonagh,CBS Films,9/7/12,2012,14246164.2202836,18446181.3156807
3577,86838,15000000,19422261,Seven Psychopaths,Martin McDonagh,British Film Institute (BFI),9/7/12,2012,14246164.2202836,18446181.3156807
3578,86838,15000000,19422261,Seven Psychopaths,Martin McDonagh,Film4,9/7/12,2012,14246164.2202836,18446181.3156807
3579,78698,40000000,24719215,Big Miracle,Ken Kwapis,Universal Pictures,2/2/12,2012,37989771.2540898,23476933.0857666
3580,78698,40000000,24719215,Big Miracle,Ken Kwapis,Anonymous Content,2/2/12,2012,37989771.2540898,23476933.0857666
3581,78698,40000000,24719215,Big Miracle,Ken Kwapis,Working Title Films,2/2/12,2012,37989771.2540898,23476933.0857666
3582,127517,10000000,3428048,Disconnect,Henry Alex Rubin,Lionsgate,9/11/12,2012,9497442.81352245,3255768.984201
3583,127517,10000000,3428048,Disconnect,Henry Alex Rubin,Liddell Entertainment,9/11/12,2012,9497442.81352245,3255768.984201
3584,127517,10000000,3428048,Disconnect,Henry Alex Rubin,LD Entertainment,9/11/12,2012,9497442.81352245,3255768.984201
3585,127517,10000000,3428048,Disconnect,Henry Alex Rubin,Wonderful Films PLC,9/11/12,2012,9497442.81352245,3255768.984201
3586,127517,10000000,3428048,Disconnect,Henry Alex Rubin,Exclusive Media Group,9/11/12,2012,9497442.81352245,3255768.984201
3587,71668,5000000,8493728,Piranha 3DD,John Gulager,Dimension Films,5/11/12,2012,4748721.40676122,8066869.59536144
3588,71668,5000000,8493728,Piranha 3DD,John Gulager,Mark Canton Productions,5/11/12,2012,4748721.40676122,8066869.59536144
3589,71668,5000000,8493728,Piranha 3DD,John Gulager,Intellectual Properties Worldwide,5/11/12,2012,4748721.40676122,8066869.59536144
3590,112336,0,23570541,Hitchcock,Sacha Gervasi,Fox Searchlight Pictures,11/22/12,2012,0.0,22385986.5231286
3591,112336,0,23570541,Hitchcock,Sacha Gervasi,Ingenious Media,11/22/12,2012,0.0,22385986.5231286
3592,112336,0,23570541,Hitchcock,Sacha Gervasi,Dune Entertainment,11/22/12,2012,0.0,22385986.5231286
3593,112336,0,23570541,Hitchcock,Sacha Gervasi,Cold Spring Pictures,11/22/12,2012,0.0,22385986.5231286
3594,112336,0,23570541,Hitchcock,Sacha Gervasi,The Montecito Picture Company,11/22/12,2012,0.0,22385986.5231286
3595,64689,15000000,37930465,Killing Them Softly,Andrew Dominik,Plan B Entertainment,9/20/12,2012,14246164.2202836,36024242.2227815
3596,64689,15000000,37930465,Killing Them Softly,Andrew Dominik,1984 Private Defense Contractors,9/20/12,2012,14246164.2202836,36024242.2227815
3597,64689,15000000,37930465,Killing Them Softly,Andrew Dominik,Annapurna Pictures,9/20/12,2012,14246164.2202836,36024242.2227815
3598,64689,15000000,37930465,Killing Them Softly,Andrew Dominik,Inferno Entertainment,9/20/12,2012,14246164.2202836,36024242.2227815
3599,64689,15000000,37930465,Killing Them Softly,Andrew Dominik,Chockstone Pictures,9/20/12,2012,14246164.2202836,36024242.2227815
3600,133121,0,0,Biohazard: Damnation,Makoto Kamiya,Digital Frontier,9/25/12,2012,0.0,0.0
3601,133121,0,0,Biohazard: Damnation,Makoto Kamiya,Sony Pictures Entertainment,9/25/12,2012,0.0,0.0
3602,133121,0,0,Biohazard: Damnation,Makoto Kamiya,Capcom Company,9/25/12,2012,0.0,0.0
3603,60747,65000000,44806783,Red Dawn,Dan Bradley,Contrafilm,11/21/12,2012,61733378.2878959,42554985.920041
3604,60747,65000000,44806783,Red Dawn,Dan Bradley,FilmDistrict,11/21/12,2012,61733378.2878959,42554985.920041
3605,76489,30000000,54819301,The Three Stooges,Bobby Farrelly|Peter Farrelly,Wessler Entertainment,4/13/12,2012,28492328.4405673,52064317.6324774
3606,74387,0,6483963,Goon,Michael Dowse,Don Carmody Productions,1/6/12,2012,0.0,6158106.77974955
3607,74387,0,6483963,Goon,Michael Dowse,Caramel Films,1/6/12,2012,0.0,6158106.77974955
3608,72358,40000000,22044277,A Thousand Words,Brian Robbins,Paramount Pictures,3/7/12,2012,37989771.2540898,20936426.0172948
3609,72358,40000000,22044277,A Thousand Words,Brian Robbins,DreamWorks SKG,3/7/12,2012,37989771.2540898,20936426.0172948
3610,72358,40000000,22044277,A Thousand Words,Brian Robbins,Saturn Films,3/7/12,2012,37989771.2540898,20936426.0172948
3611,72358,40000000,22044277,A Thousand Words,Brian Robbins,Varsity Pictures,3/7/12,2012,37989771.2540898,20936426.0172948
3612,115290,0,0,Blue Lagoon: The Awakening,Jake Newsome,Storyline Entertainment,6/16/12,2012,0.0,0.0
3613,115290,0,0,Blue Lagoon: The Awakening,Jake Newsome,PeaceOut Productions,6/16/12,2012,0.0,0.0
3614,115290,0,0,Blue Lagoon: The Awakening,Jake Newsome,Sony Pictures Television,6/16/12,2012,0.0,0.0
3615,115290,0,0,Blue Lagoon: The Awakening,Jake Newsome,Silver Screen Pictures,6/16/12,2012,0.0,0.0
3616,109099,30000000,0,Passion,Brian De Palma,France 2 CinÃ©ma,9/7/12,2012,28492328.4405673,0.0
3617,109099,30000000,0,Passion,Brian De Palma,Integral Film,9/7/12,2012,28492328.4405673,0.0
3618,109099,30000000,0,Passion,Brian De Palma,Canal+,9/7/12,2012,28492328.4405673,0.0
3619,109099,30000000,0,Passion,Brian De Palma,SBS Productions,9/7/12,2012,28492328.4405673,0.0
3620,87825,0,0,Trouble with the Curve,Robert Lorenz,Malpaso Productions,9/21/12,2012,0.0,0.0
3621,87825,0,0,Trouble with the Curve,Robert Lorenz,Warner Bros.,9/21/12,2012,0.0,0.0
3622,93856,0,18112929,Chernobyl Diaries,Bradley Parker,Alcon Entertainment,5/24/12,2012,0.0,17202650.7362892
3623,93856,0,18112929,Chernobyl Diaries,Bradley Parker,FilmNation Entertainment,5/24/12,2012,0.0,17202650.7362892
3624,93856,0,18112929,Chernobyl Diaries,Bradley Parker,Oren Peli / Brian Witten Pictures,5/24/12,2012,0.0,17202650.7362892
3625,112200,0,1065881,Thanks for Sharing,Stuart Blumberg,Olympus Pictures,9/7/12,2012,0.0,1012314.38435201
3626,112200,0,1065881,Thanks for Sharing,Stuart Blumberg,Class 5 Films,9/7/12,2012,0.0,1012314.38435201
3627,54054,40000000,36893721,One for the Money,Julie Anne Robinson,Lakeshore Entertainment,1/26/12,2012,37989771.2540898,35039600.5375552
3628,54054,40000000,36893721,One for the Money,Julie Anne Robinson,Sidney Kimmel Entertainment,1/26/12,2012,37989771.2540898,35039600.5375552
3629,71864,0,51854875,The Odd Life of Timothy Green,Peter Hedges,Walt Disney Pictures,8/15/12,2012,0.0,49248870.9914855
3630,103332,0,9128263,Ruby Sparks,Jonathan Dayton|Valerie Faris,Fox Searchlight Pictures,7/25/12,2012,0.0,8669515.58292929
3631,77174,60000000,107139399,ParaNorman,Sam Fell|Chris Butler,Focus Features,8/3/12,2012,56984656.8811347,101755031.507766
3632,77174,60000000,107139399,ParaNorman,Sam Fell|Chris Butler,Laika Entertainment,8/3/12,2012,56984656.8811347,101755031.507766
3633,96399,12000000,9622846,For Greater Glory - The True Story of Cristiada,Dean Wright,Dos Corazones,6/1/12,2012,11396931.3762269,9139242.95883333
3634,72431,58000000,50365377,Red Tails,Anthony Hemingway,Twentieth Century Fox Film Corporation,1/19/12,2012,55085168.3184302,47834228.7838999
3635,72431,58000000,50365377,Red Tails,Anthony Hemingway,Lucasfilm Ltd.,1/19/12,2012,55085168.3184302,47834228.7838999
3636,72431,58000000,50365377,Red Tails,Anthony Hemingway,Partnership Pictures,1/19/12,2012,55085168.3184302,47834228.7838999
3637,104755,1500000,1165882,The Lords of Salem,Rob Zombie,Alliance Films,9/10/12,2012,1424616.42202836,1107289.76223151
3638,104755,1500000,1165882,The Lords of Salem,Rob Zombie,Blumhouse Productions,9/10/12,2012,1424616.42202836,1107289.76223151
3639,104755,1500000,1165882,The Lords of Salem,Rob Zombie,Automatik Entertainment,9/10/12,2012,1424616.42202836,1107289.76223151
3640,119698,0,0,The Dinosaur Project,Sid Bennett,Moonlighting Films,8/9/12,2012,0.0,0.0
3641,49526,35000000,31083599,Premium Rush,David Koepp,Pariah Entertainment Group,8/24/12,2012,33241049.8473286,29521470.3940963
3642,84174,3000000,11947954,Bachelorette,Leslye Headland,Gary Sanchez Productions,8/6/12,2012,2849232.84405673,11347500.9853596
3643,84174,3000000,11947954,Bachelorette,Leslye Headland,BCDF Pictures,8/6/12,2012,2849232.84405673,11347500.9853596
3644,83686,6000000,13231461,The Words,Brian Klugman|Lee Sternthal,Serenade Films,9/7/12,2012,5698465.68811347,12566504.4186852
3645,83686,6000000,13231461,The Words,Brian Klugman|Lee Sternthal,CBS Films,9/7/12,2012,5698465.68811347,12566504.4186852
3646,83686,6000000,13231461,The Words,Brian Klugman|Lee Sternthal,Also Known As Pictures,9/7/12,2012,5698465.68811347,12566504.4186852
3647,83770,25000000,8784318,On the Road,Walter Salles,American Zoetrope,5/22/12,2012,23743607.0338061,8342855.78607959
3648,83770,25000000,8784318,On the Road,Walter Salles,France 2 CinÃ©ma,5/22/12,2012,23743607.0338061,8342855.78607959
3649,83770,25000000,8784318,On the Road,Walter Salles,VideoFilmes,5/22/12,2012,23743607.0338061,8342855.78607959
3650,83770,25000000,8784318,On the Road,Walter Salles,Vanguard Films,5/22/12,2012,23743607.0338061,8342855.78607959
3651,83770,25000000,8784318,On the Road,Walter Salles,Canal+,5/22/12,2012,23743607.0338061,8342855.78607959
3652,125490,2400000,0,Antiviral,Brandon Cronenberg,Alliance Films,9/19/12,2012,2279386.27524539,0.0
3653,125490,2400000,0,Antiviral,Brandon Cronenberg,Telefilm Canada,9/19/12,2012,2279386.27524539,0.0
3654,125490,2400000,0,Antiviral,Brandon Cronenberg,TF1 International,9/19/12,2012,2279386.27524539,0.0
3655,89185,0,0,Radio Rebel,Peter Howitt,Two 4 The Money Media,2/17/12,2012,0.0,0.0
3656,82618,5000000,0,Girl in Progress,Patricia Riggen,Pantelion Films,5/11/12,2012,4748721.40676122,0.0
3657,84348,0,100345,V/H/S,Matt Bettinelli-Olpin|David Bruckner|Tyler Gillett|Justin Martinez|Glenn McQuaid|Joe Swanberg|Chad Villella|Ti West|Adam Wingard|Radio Silence,The Collective,7/28/12,2012,0.0,95302.0899122911
3658,84348,0,100345,V/H/S,Matt Bettinelli-Olpin|David Bruckner|Tyler Gillett|Justin Martinez|Glenn McQuaid|Joe Swanberg|Chad Villella|Ti West|Adam Wingard|Radio Silence,Bloody Disgusting,7/28/12,2012,0.0,95302.0899122911
3659,84348,0,100345,V/H/S,Matt Bettinelli-Olpin|David Bruckner|Tyler Gillett|Justin Martinez|Glenn McQuaid|Joe Swanberg|Chad Villella|Ti West|Adam Wingard|Radio Silence,8383 Productions,7/28/12,2012,0.0,95302.0899122911
3660,76487,1000000,101758490,The Devil Inside,William Brent Bell,Room 101,1/6/12,2012,949744.281352245,96644543.9565396
3661,76487,1000000,101758490,The Devil Inside,William Brent Bell,Prototype,1/6/12,2012,949744.281352245,96644543.9565396
3662,127372,0,3346265,Emperor,Peter Webber,Krasnoff Foster Productions,9/14/12,2012,0.0,3178096.04763917
3663,127372,0,3346265,Emperor,Peter Webber,United Performers' Studio,9/14/12,2012,0.0,3178096.04763917
3664,127372,0,3346265,Emperor,Peter Webber,Fellers Film,9/14/12,2012,0.0,3178096.04763917
3665,109513,2000000,14400000,Hit & Run,David Palmer|Dax Shepard,Primate Pictures,8/22/12,2012,1899488.56270449,13676317.6514723
3666,109513,2000000,14400000,Hit & Run,David Palmer|Dax Shepard,Kim and Jim Productions,8/22/12,2012,1899488.56270449,13676317.6514723
3667,109513,2000000,14400000,Hit & Run,David Palmer|Dax Shepard,Panay Films,8/22/12,2012,1899488.56270449,13676317.6514723
3668,109513,2000000,14400000,Hit & Run,David Palmer|Dax Shepard,Exclusive Media Group,8/22/12,2012,1899488.56270449,13676317.6514723
3669,121824,0,0,Stand Up Guys,Fisher Stevens,Lakeshore Entertainment,3/8/12,2012,0.0,0.0
3670,121824,0,0,Stand Up Guys,Fisher Stevens,Sidney Kimmel Entertainment,3/8/12,2012,0.0,0.0
3671,121824,0,0,Stand Up Guys,Fisher Stevens,Lionsgate,3/8/12,2012,0.0,0.0
3672,97614,12000000,66351,Deadfall,Stefan Ruzowitzky,StudioCanal,11/8/12,2012,11396931.3762269,63016.4828120028
3673,97614,12000000,66351,Deadfall,Stefan Ruzowitzky,Mutual Film Company,11/8/12,2012,11396931.3762269,63016.4828120028
3674,97614,12000000,66351,Deadfall,Stefan Ruzowitzky,2929 Productions,11/8/12,2012,11396931.3762269,63016.4828120028
3675,97614,12000000,66351,Deadfall,Stefan Ruzowitzky,Magnolia Pictures,11/8/12,2012,11396931.3762269,63016.4828120028
3676,97614,12000000,66351,Deadfall,Stefan Ruzowitzky,Madhouse Entertainment,11/8/12,2012,11396931.3762269,63016.4828120028
3677,127374,0,0,Arthur Newman,Dante Ariola,Cross Creek Pictures,9/7/12,2012,0.0,0.0
3678,127374,0,0,Arthur Newman,Dante Ariola,Vertebra Films,9/7/12,2012,0.0,0.0
3679,75761,0,0,John Dies at the End,Don Coscarelli,Magnet Releasing,1/23/12,2012,0.0,0.0
3680,84194,0,0,Excision,Richard Bates Jr.,BXR Productions,9/12/12,2012,0.0,0.0
3681,98948,150000,0,Abraham Lincoln vs. Zombies,Richard Schenkman,"Asylum, The",5/29/12,2012,142461.642202836,0.0
3682,84175,1800000,21107746,Beasts of the Southern Wild,Benh Zeitlin,Journeyman Pictures,6/29/12,2012,1709539.70643404,20046961.0557357
3683,84175,1800000,21107746,Beasts of the Southern Wild,Benh Zeitlin,Court 13 Pictures,6/29/12,2012,1709539.70643404,20046961.0557357
3684,84175,1800000,21107746,Beasts of the Southern Wild,Benh Zeitlin,Cinereach,6/29/12,2012,1709539.70643404,20046961.0557357
3685,133931,20000000,0,Zambezia,Wayne Thornley,Industrial Development Corporation of South Africa,6/5/12,2012,18994885.6270449,0.0
3686,133931,20000000,0,Zambezia,Wayne Thornley,120dB Films,6/5/12,2012,18994885.6270449,0.0
3687,133931,20000000,0,Zambezia,Wayne Thornley,The Department of Trade and Industry of South Africa,6/5/12,2012,18994885.6270449,0.0
3688,133931,20000000,0,Zambezia,Wayne Thornley,Cinema Management Group,6/5/12,2012,18994885.6270449,0.0
3689,133931,20000000,0,Zambezia,Wayne Thornley,The National Film and Video Foundation of SA,6/5/12,2012,18994885.6270449,0.0
3690,130925,0,0,Partysaurus Rex,Mark A. Walsh,Walt Disney Pictures,9/14/12,2012,0.0,0.0
3691,130925,0,0,Partysaurus Rex,Mark A. Walsh,Pixar Animation Studios,9/14/12,2012,0.0,0.0
3692,79694,17000000,9627492,The Apparition,Todd Lincoln ,StudioCanal,8/23/12,2012,16145652.7829881,9143655.47076449
3693,79694,17000000,9627492,The Apparition,Todd Lincoln ,Dark Castle Entertainment,8/23/12,2012,16145652.7829881,9143655.47076449
3694,79694,17000000,9627492,The Apparition,Todd Lincoln ,Warner Bros.,8/23/12,2012,16145652.7829881,9143655.47076449
3695,79694,17000000,9627492,The Apparition,Todd Lincoln ,Studio Babelsberg Motion Pictures,8/23/12,2012,16145652.7829881,9143655.47076449
3696,100183,3000000,0,Outpost: Black Sun,Steve Barker,Black Camel Pictures,1/1/12,2012,2849232.84405673,0.0
3697,98066,0,0,The Babymakers,Jay Chandrasekhar,Blumhouse Productions,8/3/12,2012,0.0,0.0
3698,98066,0,0,The Babymakers,Jay Chandrasekhar,IM Global,8/3/12,2012,0.0,0.0
3699,98066,0,0,The Babymakers,Jay Chandrasekhar,Automatik Entertainment,8/3/12,2012,0.0,0.0
3700,98066,0,0,The Babymakers,Jay Chandrasekhar,Duck Attack Films,8/3/12,2012,0.0,0.0
3701,94380,0,0,Bad Ass,Craig Moss,Amber Lamps,4/12/12,2012,0.0,0.0
3702,84329,2500000,3325038,Robot & Frank,Jake Schreier,Samuel Goldwyn Films,8/16/12,2012,2374360.70338061,3157935.8257789
3703,84329,2500000,3325038,Robot & Frank,Jake Schreier,Stage 6 Films,8/16/12,2012,2374360.70338061,3157935.8257789
3704,84329,2500000,3325038,Robot & Frank,Jake Schreier,Park Pictures,8/16/12,2012,2374360.70338061,3157935.8257789
3705,84329,2500000,3325038,Robot & Frank,Jake Schreier,TBB,8/16/12,2012,2374360.70338061,3157935.8257789
3706,84329,2500000,3325038,Robot & Frank,Jake Schreier,Dog Run Pictures,8/16/12,2012,2374360.70338061,3157935.8257789
3707,177221,0,0,The Battery,Jeremy Gardner,O. Hannah Films,10/13/12,2012,0.0,0.0
3708,49014,20500000,6063556,Cosmopolis,David Cronenberg,France 2 CinÃ©ma,5/25/12,2012,19469757.767721,5758827.63565909
3709,49014,20500000,6063556,Cosmopolis,David Cronenberg,TÃ©lÃ©film Canada,5/25/12,2012,19469757.767721,5758827.63565909
3710,49014,20500000,6063556,Cosmopolis,David Cronenberg,Rai Cinema,5/25/12,2012,19469757.767721,5758827.63565909
3711,49014,20500000,6063556,Cosmopolis,David Cronenberg,Prospero Pictures,5/25/12,2012,19469757.767721,5758827.63565909
3712,49014,20500000,6063556,Cosmopolis,David Cronenberg,Alfama Films,5/25/12,2012,19469757.767721,5758827.63565909
3713,134371,0,0,Atlas Shrugged Part II,John Putch,Cinema Vehicle Services,10/12/12,2012,0.0,0.0
3714,134371,0,0,Atlas Shrugged Part II,John Putch,Atlas 2 Productions,10/12/12,2012,0.0,0.0
3715,100529,0,252603,Lola Versus,Daryl Wein,Fox Searchlight Pictures,4/24/12,2012,0.0,239908.254702421
3716,100529,0,252603,Lola Versus,Daryl Wein,Groundswell Productions,4/24/12,2012,0.0,239908.254702421
3717,84330,0,0,Room 237,Rodney Ascher,Highland Park Classics,10/26/12,2012,0.0,0.0
3718,84330,0,0,Room 237,Rodney Ascher,IFC Midnight,10/26/12,2012,0.0,0.0
3719,84184,0,3094813,Celeste & Jesse Forever,Lee Toland Krieger,Team Todd,8/3/12,2012,0.0,2939280.94860458
3720,124075,0,0,More Than Honey,Markus Imhoof,Allegro Films,8/10/12,2012,0.0,0.0
3721,124075,0,0,More Than Honey,Markus Imhoof,Ormenis Film,8/10/12,2012,0.0,0.0
3722,124075,0,0,More Than Honey,Markus Imhoof,Thelma Film AG,8/10/12,2012,0.0,0.0
3723,124075,0,0,More Than Honey,Markus Imhoof,Zero One Film,8/10/12,2012,0.0,0.0
3724,86703,0,0,2-Headed Shark Attack,Christopher Ray,The Asylum,1/17/12,2012,0.0,0.0
3725,71679,65000000,240159255,Resident Evil: Retribution,Paul W.S. Anderson,Davis-Films,9/12/12,2012,61733378.2878959,228089879.050065
3726,119685,0,0,Mass Effect: Paragon Lost,Atsushi Takeuchi,FUNimation Entertainment,12/28/12,2012,0.0,0.0
3727,119685,0,0,Mass Effect: Paragon Lost,Atsushi Takeuchi,EA International,12/28/12,2012,0.0,0.0
3728,119685,0,0,Mass Effect: Paragon Lost,Atsushi Takeuchi,Bioware,12/28/12,2012,0.0,0.0
3729,46429,17000000,0,Gallowwalkers,Andrew Goth,Boundless Pictures,10/27/12,2012,16145652.7829881,0.0
3730,109843,170000,0,Ill Manors,Ben Drew,BBC Films,6/6/12,2012,161456.527829881,0.0
3731,109843,170000,0,Ill Manors,Ben Drew,Gunslinger,6/6/12,2012,161456.527829881,0.0
3732,109843,170000,0,Ill Manors,Ben Drew,Film London,6/6/12,2012,161456.527829881,0.0
3733,109843,170000,0,Ill Manors,Ben Drew,Microwave Film,6/6/12,2012,161456.527829881,0.0
3734,109843,170000,0,Ill Manors,Ben Drew,Aimimage Productions,6/6/12,2012,161456.527829881,0.0
3735,98369,1250000,0,Blue Like Jazz,Steve Taylor,Ruckus Films,4/13/12,2012,1187180.3516903,0.0
3736,92000,10000000,0,Columbus Circle,George Gallo,Blue Star Pictures,3/5/12,2012,9497442.81352245,0.0
3737,92000,10000000,0,Columbus Circle,George Gallo,Oxymoron Entertainment,3/5/12,2012,9497442.81352245,0.0
3738,92000,10000000,0,Columbus Circle,George Gallo,G4 Pictures,3/5/12,2012,9497442.81352245,0.0
3739,89237,0,0,Electrick Children,Rebecca Thomas,Live Wire Films,2/10/12,2012,0.0,0.0
3740,84204,0,0,Grabbers,Jon Wright,Irish Film Board,8/10/12,2012,0.0,0.0
3741,84204,0,0,Grabbers,Jon Wright,Samson Films,8/10/12,2012,0.0,0.0
3742,84204,0,0,Grabbers,Jon Wright,Forward Films,8/10/12,2012,0.0,0.0
3743,84204,0,0,Grabbers,Jon Wright,High Treason Productions,8/10/12,2012,0.0,0.0
3744,84204,0,0,Grabbers,Jon Wright,Nvizible,8/10/12,2012,0.0,0.0
3745,139933,0,14752,Kiss of the Damned,Xan Cassavetes,Venture Forth,11/7/12,2012,0.0,14010.6276385083
3746,139933,0,14752,Kiss of the Damned,Xan Cassavetes,Verisimilitude,11/7/12,2012,0.0,14010.6276385083
3747,139933,0,14752,Kiss of the Damned,Xan Cassavetes,Bersin Pictures,11/7/12,2012,0.0,14010.6276385083
3748,139933,0,14752,Kiss of the Damned,Xan Cassavetes,Deerjen Films,11/7/12,2012,0.0,14010.6276385083
3749,80304,0,0,Casa De Mi Padre,Matt Piedmont,NALA Films,3/15/12,2012,0.0,0.0
3750,80304,0,0,Casa De Mi Padre,Matt Piedmont,Gary Sanchez Productions,3/15/12,2012,0.0,0.0
3751,80304,0,0,Casa De Mi Padre,Matt Piedmont,Lions Gate,3/15/12,2012,0.0,0.0
3752,139715,500000,0,Detention of the Dead,Alex Craig Mann,Gala Film,4/27/12,2012,474872.140676122,0.0
3753,84334,0,0,Searching for Sugar Man,Malik Bendjelloul,Passion Pictures,6/30/12,2012,0.0,0.0
3754,84334,0,0,Searching for Sugar Man,Malik Bendjelloul,Red Box Films,6/30/12,2012,0.0,0.0
3755,84334,0,0,Searching for Sugar Man,Malik Bendjelloul,Canfield Pictures,6/30/12,2012,0.0,0.0
3756,138941,8000,0,Found,Scott Schirmer,The October People,3/30/12,2012,7597.95425081796,0.0
